price,stock_xfer_date
379.73,2023-04-29
174.42,2023-03-18
480.12,2023-04-06
89.85,2023-05-06
297.59,2023-03-30
355.73,2023-06-23
195.72,2023-05-30
330.38,2023-06-22
97.79,2023-06-25
14.59,2023-05-19
71,2023-03-21
44.04,2023-05-26
63.07,2023-06-27
159.24,2023-04-25
110.86,2023-06-17
31.68,2023-05-06
178.4,2023-05-17
96.89,2023-05-30
107.77,2023-07-05
112.65,2023-05-17
182.73,2023-05-26
386.48,2023-06-25
317.46,2023-05-22
339.82,2023-05-19
177.14,2023-04-25
252.77,2023-03-20
476.36,2023-05-28
154.07,2023-03-21
87.36,2023-04-24
274.81,2023-06-01
360.93,2023-07-08
167.27,2023-06-24
171.7,2023-07-30
83.85,2023-07-05
162.26,2023-07-14
203.04,2023-07-05
451.52,2023-06-14
347.45,2023-03-17
230.1,2023-05-11
264.24,2023-06-02
213.8,2023-07-09
434.35,2023-04-19
496.99,2023-06-03
450.68,2023-05-10
148.81,2023-04-16
70.17,2023-07-04
151.93,2023-05-29
416.41,2023-05-28
356.2,2023-07-16
88.05,2023-07-08
244.63,2023-05-15
388.38,2023-06-12
43.75,2023-06-22
247.69,2023-03-15
14.14,2023-06-29
144.38,2023-06-06
76.07,2023-06-27
84.23,2023-07-16
346.59,2023-06-08
42.01,2023-03-23
496.34,2023-03-26
285.41,2023-05-11
129.24,2023-06-05
140.43,2023-04-12
208.09,2023-04-27
455.1,2023-04-14
152.8,2023-03-17
177.89,2023-06-16
353.41,2023-03-30
436,2023-04-24
126.73,2023-05-14
448.69,2023-05-13
191.99,2023-06-29
472.04,2023-06-27
394.52,2023-05-29
103.08,2023-04-16
242.78,2023-04-15
335.71,2023-06-28
145.84,2023-06-06
465.27,2023-04-17
357.91,2023-04-04
105.17,2023-05-04
448.15,2023-05-08
338.88,2023-05-27
129.63,2023-05-20
489.91,2023-03-15
153.65,2023-04-28
77.57,2023-07-14
319.55,2023-07-12
132.14,2023-07-01
480.09,2023-06-12
34.56,2023-07-11
495.81,2023-05-06
135.17,2023-05-28
488.15,2023-06-14
439.8,2023-04-04
141.57,2023-07-25
105.19,2023-06-17
156.76,2023-07-26
304.7,2023-06-03
357.89,2023-03-19
388.13,2023-07-10
459.41,2023-06-11
438.48,2023-06-26
428.14,2023-04-02
274.92,2023-06-03
411.84,2023-05-12
273.16,2023-05-23
453.69,2023-04-24
467.8,2023-04-19
323.23,2023-06-02
482.8,2023-07-26
425.65,2023-06-22
198.75,2023-07-23
76.73,2023-04-14
142.87,2023-07-19
449.18,2023-06-11
354.06,2023-05-26
108.21,2023-05-17
127.93,2023-05-22
456.73,2023-04-07
344.97,2023-04-13
225.76,2023-07-16
232.62,2023-05-21
448.77,2023-05-21
306.56,2023-05-16
423.9,2023-06-16
440.86,2023-03-27
374.45,2023-03-31
53.93,2023-07-06
439.25,2023-06-21
353.67,2023-07-10
437.91,2023-07-29
81.79,2023-05-21
62.64,2023-07-20
112.52,2023-05-27
459.52,2023-06-12
355.86,2023-03-24
62.98,2023-06-18
146.74,2023-06-17
470.67,2023-07-04
101.55,2023-07-18
71.25,2023-07-16
108.9,2023-04-17
454.97,2023-04-08
154.08,2023-06-25
420.75,2023-04-09
56.37,2023-07-06
458.63,2023-07-18
317.17,2023-07-12
393.95,2023-03-15
405.47,2023-04-14
467.16,2023-07-21
480.54,2023-04-25
85.5,2023-06-15
301.89,2023-06-03
378.86,2023-04-20
459.81,2023-05-16
433.5,2023-07-15
65.94,2023-07-04
19.16,2023-06-23
392.11,2023-03-17
310.82,2023-06-02
166.34,2023-03-30
49.82,2023-06-29
101.63,2023-07-01
137.92,2023-04-25
303.7,2023-04-24
426.91,2023-06-16
35.6,2023-04-08
68.21,2023-05-20
320.17,2023-05-22
16.38,2023-07-10
203.28,2023-06-01
237.14,2023-03-17
484.33,2023-04-11
223.18,2023-06-15
294.04,2023-05-07
128.92,2023-07-09
32.49,2023-06-26
398.34,2023-03-21
177.26,2023-06-02
102.22,2023-04-10
100.24,2023-07-19
397.78,2023-04-30
279.19,2023-03-19
452.36,2023-05-05
424.35,2023-07-06
476.65,2023-06-28
365.02,2023-05-01
250.23,2023-03-20
235.17,2023-04-28
376.38,2023-07-06
387.41,2023-07-23
138.65,2023-06-27
215.84,2023-04-06
236.99,2023-07-02
93.31,2023-04-16
391.75,2023-03-21
15.87,2023-06-25
255.99,2023-06-02
455.56,2023-05-10
140.48,2023-05-19
443.75,2023-05-23
185.48,2023-03-15
421.32,2023-05-22
66.58,2023-03-21
484.48,2023-07-07
134.84,2023-05-11
211.42,2023-05-05
481.24,2023-04-08
125.7,2023-06-16
70.18,2023-04-30
201.27,2023-06-05
320.75,2023-07-08
107.29,2023-06-07
319.21,2023-07-15
260.31,2023-06-26
55.7,2023-04-23
47.15,2023-07-19
120.09,2023-04-14
120.73,2023-07-22
114.77,2023-03-23
132.09,2023-06-09
239.6,2023-03-23
141.88,2023-07-17
185.47,2023-07-14
54.54,2023-06-11
41.42,2023-07-24
211.53,2023-04-16
225.95,2023-06-11
120.94,2023-03-25
81.85,2023-04-05
128.71,2023-04-29
88.25,2023-06-17
276.87,2023-06-08
474.23,2023-04-26
244.15,2023-07-20
46.11,2023-04-13
269.28,2023-04-19
108.13,2023-06-03
464.56,2023-04-17
49.45,2023-06-03
474.54,2023-05-07
135.97,2023-07-27
57.49,2023-05-28
96.71,2023-05-29
245.64,2023-04-03
343.01,2023-06-02
377.6,2023-07-07
28.48,2023-06-28
402.15,2023-05-07
223.68,2023-04-14
317.77,2023-03-29
415.14,2023-03-24
263.7,2023-03-31
336.03,2023-07-06
248.86,2023-06-13
174.61,2023-06-28
16.83,2023-06-02
434.31,2023-03-16
55.61,2023-05-29
389.64,2023-05-23
255.28,2023-05-15
460.21,2023-05-16
116.63,2023-06-24
119.62,2023-05-06
314.1,2023-05-01
260.59,2023-04-22
335.54,2023-07-24
372.99,2023-04-14
376.07,2023-04-05
478.09,2023-04-10
413.51,2023-04-10
235.44,2023-07-11
329.63,2023-07-12
20.21,2023-05-10
56.19,2023-06-04
73.38,2023-04-28
317.27,2023-07-18
27.36,2023-05-01
469.56,2023-07-02
370.09,2023-05-13
186.52,2023-05-29
40.96,2023-07-25
271.21,2023-05-19
336.78,2023-04-11
476.52,2023-07-07
347.2,2023-05-23
199.43,2023-06-10
417.98,2023-03-19
281.65,2023-04-24
172.72,2023-03-19
91.68,2023-06-24
464.52,2023-06-18
341.32,2023-07-24
452.19,2023-04-22
199.44,2023-06-07
400.25,2023-07-10
202.06,2023-07-17
78.46,2023-04-05
163.77,2023-07-01
336.01,2023-06-14
268.26,2023-04-09
154.65,2023-06-18
83.14,2023-07-28
171.82,2023-04-24
87.4,2023-05-09
21.07,2023-06-10
59.59,2023-04-30
486.34,2023-07-26
179.68,2023-05-11
244.37,2023-04-10
58.07,2023-03-15
400.31,2023-04-07
416.52,2023-05-19
324.31,2023-04-03
63.47,2023-03-17
104.99,2023-07-04
119.68,2023-06-09
334.82,2023-03-28
401.7,2023-04-22
43.66,2023-04-14
121.06,2023-05-22
289,2023-04-22
433.3,2023-04-24
289.17,2023-06-26
171.4,2023-04-04
344.74,2023-04-07
444.98,2023-04-09
265.23,2023-06-16
59.73,2023-03-21
359.35,2023-05-05
312.66,2023-06-22
461.17,2023-06-28
257.62,2023-06-08
454.19,2023-07-22
239.39,2023-06-25
216.34,2023-04-14
92.58,2023-07-28
257.23,2023-05-26
231.09,2023-04-30
424.49,2023-07-05
348.58,2023-03-21
457.48,2023-05-07
380.45,2023-06-17
54.75,2023-04-22
121.52,2023-04-09
221.4,2023-05-14
387.79,2023-06-06
99.64,2023-05-28
205.35,2023-06-25
377.28,2023-04-23
338.92,2023-05-06
114.45,2023-06-20
214.5,2023-03-16
11.94,2023-05-02
29.66,2023-06-26
31.9,2023-07-18
214.75,2023-03-15
42.17,2023-04-09
354.49,2023-04-18
176.42,2023-06-28
179.95,2023-04-14
465.65,2023-03-15
385.49,2023-05-03
61.31,2023-07-25
406.68,2023-06-25
197.23,2023-04-09
75.71,2023-05-16
108.65,2023-06-30
213.34,2023-05-23
420.83,2023-04-23
399.24,2023-07-17
74.46,2023-04-03
318.58,2023-05-12
316.5,2023-07-05
445.37,2023-03-15
181.75,2023-04-25
278.04,2023-06-29
177.09,2023-03-17
133.18,2023-05-31
325.9,2023-03-19
142.49,2023-07-28
249.99,2023-04-21
257.97,2023-06-20
229.36,2023-05-27
38.03,2023-06-20
75.55,2023-07-10
229.8,2023-05-15
96.35,2023-03-21
176.4,2023-05-25
447.79,2023-07-23
86.25,2023-03-23
87.91,2023-07-29
373.32,2023-04-02
279.22,2023-05-23
233.84,2023-07-05
490.14,2023-07-28
135.96,2023-07-20
401.56,2023-05-09
445.9,2023-07-19
280.32,2023-06-13
141.49,2023-05-06
150.68,2023-06-15
211.66,2023-07-21
455.53,2023-05-11
327.7,2023-03-23
288.85,2023-06-20
101.76,2023-04-20
485.68,2023-04-29
374.86,2023-07-17
368.37,2023-04-01
441.32,2023-06-01
14.81,2023-04-02
354.24,2023-06-27
298.21,2023-06-04
29.63,2023-04-29
195.22,2023-04-05
267.77,2023-03-29
493.64,2023-06-25
214.5,2023-05-17
227.52,2023-04-20
41.04,2023-04-17
72.28,2023-06-04
417.97,2023-05-01
326.16,2023-03-18
39.19,2023-03-19
391.6,2023-06-26
359.57,2023-04-11
219.5,2023-06-10
469.51,2023-04-21
261.89,2023-04-16
294.44,2023-07-25
96.79,2023-05-27
188.82,2023-05-09
200.6,2023-06-25
354.28,2023-07-24
14.2,2023-07-05
383.02,2023-05-07
70.73,2023-05-30
472.01,2023-07-23
234.16,2023-04-21
232.38,2023-04-28
211.14,2023-07-07
124.86,2023-04-29
28.7,2023-04-14
141.26,2023-07-23
256.64,2023-04-17
460.47,2023-05-12
254.71,2023-06-30
411.79,2023-06-04
12.11,2023-04-14
55.9,2023-06-30
247.63,2023-05-10
444.31,2023-04-10
347.59,2023-05-08
125.36,2023-04-07
352.85,2023-05-06
307.44,2023-07-22
470.63,2023-06-25
220.3,2023-05-28
385.22,2023-03-20
227.7,2023-07-11
196.5,2023-06-29
169.81,2023-06-16
458.71,2023-05-17
158.67,2023-06-30
166.16,2023-07-28
351.51,2023-03-16
29.32,2023-05-14
119.61,2023-07-07
215.94,2023-05-15
462.68,2023-07-08
257.26,2023-06-27
257.89,2023-03-18
421.61,2023-04-09
139.76,2023-05-22
337.61,2023-04-30
47.28,2023-05-31
191.44,2023-04-27
195.29,2023-06-26
464.58,2023-04-14
213.94,2023-05-24
25.75,2023-03-26
485.23,2023-06-11
431.16,2023-07-16
435.62,2023-07-03
472.7,2023-04-19
261.9,2023-04-28
277.97,2023-05-27
13.89,2023-06-01
372.93,2023-07-20
235.76,2023-05-12
95.5,2023-05-03
484.51,2023-06-17
93.67,2023-05-19
19.42,2023-03-17
18.8,2023-03-18
483.23,2023-07-07
234.68,2023-04-09
388.89,2023-03-26
160.35,2023-06-02
473.39,2023-04-03
296.85,2023-05-15
19.58,2023-07-09
296.17,2023-04-25
204.39,2023-04-30
350.01,2023-07-02
455.78,2023-04-19
169.42,2023-06-30
406.21,2023-06-13
354.09,2023-06-17
130.9,2023-07-07
266.72,2023-06-07
101.57,2023-06-15
186.07,2023-04-24
261.1,2023-05-08
480.13,2023-04-20
299.97,2023-04-24
314.81,2023-03-27
490.06,2023-04-23
240.66,2023-04-02
230.87,2023-06-21
256.71,2023-06-16
88.21,2023-06-10
393.18,2023-04-14
441.29,2023-07-29
253.07,2023-07-06
205.03,2023-04-22
439.18,2023-07-30
400.15,2023-04-19
495.67,2023-03-24
64.42,2023-07-09
436.52,2023-04-20
388.16,2023-03-25
412.31,2023-05-11
239.22,2023-05-03
494.84,2023-06-17
150.33,2023-07-30
470.93,2023-07-30
314.3,2023-04-27
462.59,2023-04-19
288.87,2023-06-14
351.74,2023-07-29
354.02,2023-03-25
350.75,2023-07-09
56.58,2023-04-23
77.28,2023-03-24
395.55,2023-07-19
98.79,2023-07-30
136.32,2023-06-21
356.95,2023-06-29
39.18,2023-03-16
103.58,2023-07-29
158.62,2023-04-16
163.39,2023-07-30
465.38,2023-06-10
278.53,2023-07-25
389.3,2023-05-27
217.84,2023-04-02
132.07,2023-06-23
208.79,2023-05-01
276.66,2023-07-15
302.89,2023-05-25
247.55,2023-05-05
234.88,2023-03-15
106.05,2023-04-01
414.69,2023-06-08
98.04,2023-03-26
36.12,2023-06-26
11.88,2023-05-25
77.18,2023-06-10
334.17,2023-05-09
39.53,2023-07-22
296.69,2023-05-15
363.63,2023-03-16
308.02,2023-03-19
283.67,2023-07-14
189.99,2023-05-17
90.01,2023-05-13
231.19,2023-06-26
27.99,2023-06-02
67.35,2023-05-06
313.06,2023-03-21
199.14,2023-07-23
444.35,2023-03-20
60.63,2023-04-14
210.16,2023-06-23
233.72,2023-03-16
202.17,2023-05-19
62.16,2023-05-19
320.99,2023-04-10
43.52,2023-06-16
69.6,2023-04-04
408.18,2023-04-07
388.44,2023-05-09
11.51,2023-07-12
322.6,2023-07-24
415.64,2023-03-19
467.02,2023-06-26
194.67,2023-06-02
278.51,2023-04-06
154.71,2023-06-24
453.16,2023-06-27
475.59,2023-05-08
54.11,2023-06-08
246.13,2023-04-14
196.85,2023-04-22
31.91,2023-06-25
305.52,2023-06-11
111.47,2023-06-21
248.62,2023-06-02
318.06,2023-06-16
103.83,2023-05-26
35.5,2023-06-04
170.52,2023-03-31
343.81,2023-06-01
238.99,2023-04-24
303.16,2023-05-17
21.24,2023-07-13
133.34,2023-06-28
307.52,2023-07-05
396.02,2023-04-15
225.47,2023-04-22
191.54,2023-05-24
251.24,2023-03-18
69.88,2023-03-20
488.64,2023-05-10
34.7,2023-06-26
240.65,2023-05-01
475.67,2023-05-14
458.41,2023-07-03
486.46,2023-06-30
56.41,2023-05-12
468.25,2023-07-23
286.99,2023-03-31
141.08,2023-04-17
183.99,2023-04-16
459.32,2023-07-25
394.61,2023-03-23
219.67,2023-04-22
161.18,2023-03-27
76.21,2023-04-02
274.7,2023-06-22
212.55,2023-04-18
236.33,2023-07-09
356.8,2023-06-27
40.75,2023-06-27
388.09,2023-04-26
188.12,2023-07-02
360.75,2023-04-14
73.6,2023-05-06
255.98,2023-05-26
341.77,2023-05-18
197.83,2023-06-10
372.76,2023-03-25
87.36,2023-06-23
133.2,2023-04-28
459.84,2023-07-16
242.74,2023-04-27
361.15,2023-06-07
400.52,2023-03-25
23.23,2023-06-24
288.95,2023-05-06
432.34,2023-04-17
416.33,2023-03-17
98.04,2023-04-18
398.43,2023-03-16
165.53,2023-05-08
221.86,2023-06-10
65.06,2023-07-21
467.38,2023-06-02
136.39,2023-05-15
491.14,2023-06-23
397.68,2023-05-12
402.1,2023-07-09
12.09,2023-03-18
138.84,2023-07-05
458.89,2023-07-05
446.08,2023-05-13
271.84,2023-05-08
310.07,2023-04-03
454.4,2023-07-09
440.74,2023-06-09
254.69,2023-07-12
86.86,2023-07-02
310.01,2023-04-03
194.43,2023-05-28
363.01,2023-05-22
330.33,2023-04-17
421.54,2023-07-14
455.34,2023-06-22
260.79,2023-07-10
331.42,2023-06-19
313.77,2023-07-06
459.61,2023-05-13
123.87,2023-05-01
222.64,2023-05-31
45.43,2023-06-18
456.46,2023-04-19
441.74,2023-05-27
231.86,2023-04-25
471.8,2023-06-10
223.84,2023-05-24
398.35,2023-07-13
243.86,2023-07-15
72.19,2023-03-19
24.18,2023-06-17
266.11,2023-07-22
444.83,2023-05-03
103.78,2023-03-29
497.02,2023-04-22
417.46,2023-07-28
396.26,2023-03-18
333.51,2023-05-12
118.51,2023-04-23
423.15,2023-07-09
387.97,2023-06-20
347.62,2023-04-11
188.99,2023-04-14
371.87,2023-04-30
390.86,2023-04-25
459.75,2023-04-20
455.98,2023-06-14
107.48,2023-03-20
107.61,2023-04-23
116.75,2023-04-22
16.11,2023-07-09
79.48,2023-06-16
277.69,2023-04-05
362.4,2023-04-10
285.35,2023-06-24
442.93,2023-05-13
158.84,2023-06-25
285.65,2023-05-14
136.23,2023-05-11
66.61,2023-04-24
353.06,2023-07-02
352.61,2023-03-25
44.42,2023-05-27
62.94,2023-05-20
145.92,2023-06-03
437.21,2023-05-23
414.21,2023-03-29
94.72,2023-07-18
24.67,2023-04-17
346.36,2023-07-04
26.11,2023-04-13
448.72,2023-05-09
60.32,2023-05-24
295.36,2023-05-05
281.25,2023-06-18
61.42,2023-06-04
292.88,2023-05-20
174.69,2023-06-11
347.47,2023-07-29
184.6,2023-07-01
318.56,2023-03-20
123.99,2023-03-30
82.32,2023-06-01
148.3,2023-06-06
48.74,2023-06-14
163.64,2023-05-11
318.85,2023-03-27
277.26,2023-05-31
205.59,2023-07-15
442.35,2023-06-21
449.44,2023-06-18
377.5,2023-05-05
26.92,2023-03-29
332.65,2023-05-28
425.54,2023-04-29
466.57,2023-03-27
133.47,2023-05-06
468.61,2023-04-24
393.54,2023-05-21
218.05,2023-07-23
153.99,2023-07-05
392.96,2023-07-14
160.99,2023-06-06
381.95,2023-04-14
399.37,2023-07-23
258.78,2023-03-23
138.42,2023-07-05
362.6,2023-04-09
231.99,2023-05-25
86,2023-03-27
129.86,2023-06-09
39.49,2023-06-24
47.22,2023-06-16
376.36,2023-03-17
134.32,2023-04-23
102.76,2023-06-06
101.6,2023-06-24
65.42,2023-05-01
222.84,2023-07-20
20.77,2023-07-23
279.64,2023-06-28
307.52,2023-05-01
117.98,2023-07-23
92.49,2023-06-24
213.36,2023-07-16
15.54,2023-07-20
146.18,2023-05-29
326.91,2023-04-24
446.57,2023-04-30
155.82,2023-06-24
399.82,2023-04-28
304.6,2023-06-29
334.41,2023-06-20
109.95,2023-06-21
121.39,2023-05-15
170.56,2023-06-22
366.2,2023-07-15
333.4,2023-07-21
287.37,2023-06-13
135.57,2023-07-06
26.41,2023-05-12
484.26,2023-06-22
124.35,2023-07-01
53.5,2023-06-24
72.91,2023-07-24
308.53,2023-04-23
159.99,2023-06-29
128.86,2023-05-24
11.77,2023-06-11
125.74,2023-05-11
254.35,2023-04-24
491.97,2023-04-01
86.04,2023-07-28
21.16,2023-07-24
386.3,2023-07-28
438.23,2023-04-29
370.01,2023-06-08
451.32,2023-07-02
402.98,2023-07-07
493.97,2023-06-21
236.67,2023-04-14
117.45,2023-05-08
70.68,2023-04-12
231.48,2023-06-03
153.4,2023-07-26
157.24,2023-05-26
402.49,2023-05-08
108.52,2023-03-16
296.63,2023-07-18
105.12,2023-03-28
472.87,2023-06-21
366.09,2023-06-22
331.89,2023-06-08
114.19,2023-04-09
330.2,2023-03-25
45.84,2023-06-03
362.47,2023-04-21
180.91,2023-04-16
97.84,2023-04-18
74.9,2023-07-29
65.43,2023-03-23
267.48,2023-06-03
132.35,2023-03-20
409.87,2023-06-10
166.84,2023-04-25
164.53,2023-04-28
142.27,2023-04-21
135.46,2023-05-09
448.4,2023-06-30
221.93,2023-04-26
423.51,2023-05-12
488.46,2023-05-27
208.71,2023-07-05
367.04,2023-05-15
478.79,2023-05-01
176.45,2023-04-05
381.48,2023-07-03
53.21,2023-04-20
493.13,2023-06-27
84.43,2023-06-22
462.14,2023-06-30
434.54,2023-04-09
287.73,2023-06-18
334.88,2023-04-26
29.71,2023-05-07
107,2023-06-28
168.8,2023-06-21
389.54,2023-04-29
220.98,2023-06-22
193.12,2023-03-28
336.75,2023-03-31
49.43,2023-07-26
308.69,2023-04-15
80.77,2023-05-04
455.24,2023-06-21
420.52,2023-04-29
447.91,2023-07-29
170.5,2023-05-06
376.29,2023-07-23
224.23,2023-05-11
448.22,2023-07-25
401.31,2023-03-17
29.25,2023-06-17
263.13,2023-07-21
105.43,2023-04-11
388.46,2023-07-09
247.41,2023-04-29
28.6,2023-07-16
300.74,2023-06-24
454.28,2023-07-29
152.33,2023-07-29
344.83,2023-04-27
171.64,2023-07-27
414.04,2023-05-21
191.66,2023-06-15
224.71,2023-06-21
298.82,2023-05-21
126.75,2023-06-18
101.63,2023-07-15
236.16,2023-06-02
309.83,2023-07-15
39.93,2023-05-06
391.26,2023-04-29
118.75,2023-07-06
365.27,2023-03-16
163.93,2023-07-15
81.9,2023-05-25
71.54,2023-05-06
378.35,2023-04-13
444.4,2023-05-16
187.11,2023-05-05
174.17,2023-07-17
426.65,2023-04-13
473.99,2023-06-02
288.47,2023-04-29
417.55,2023-05-22
168.67,2023-04-19
463.76,2023-05-24
300.65,2023-05-14
318.41,2023-04-15
378.7,2023-07-08
289.75,2023-05-15
65.76,2023-06-28
293.72,2023-05-25
140.29,2023-04-17
59.35,2023-07-09
192.54,2023-04-04
258.02,2023-07-16
477.54,2023-07-09
481.57,2023-04-14
289.42,2023-06-23
38.96,2023-04-06
329.58,2023-05-20
173.64,2023-04-24
373.36,2023-07-28
18.2,2023-05-27
243.4,2023-04-29
142.91,2023-07-26
131.98,2023-03-30
341.11,2023-04-07
358.94,2023-04-23
402.17,2023-06-25
372.82,2023-07-02
116.73,2023-05-08
405.18,2023-05-08
39.32,2023-06-06
298.53,2023-04-15
318.51,2023-04-11
223.63,2023-05-28
463.44,2023-04-17
72.41,2023-04-03
116.26,2023-07-03
126.89,2023-06-01
368.65,2023-03-24
22.34,2023-04-18
75.99,2023-07-05
133.92,2023-06-12
156.45,2023-06-28
314.08,2023-04-10
49.18,2023-07-08
359.15,2023-04-10
467.14,2023-04-04
156.45,2023-06-21
273.05,2023-04-04
396.82,2023-06-26
219.62,2023-05-16
420.59,2023-07-21
271.65,2023-06-05
454.51,2023-03-17
153.45,2023-05-03
310.86,2023-04-23
268.52,2023-04-05
368.67,2023-07-23
236.94,2023-07-14
163.34,2023-06-14
89.54,2023-04-17
193.26,2023-04-26
372.76,2023-05-26
32.39,2023-05-22
443.18,2023-05-23
280.61,2023-05-26
399.89,2023-05-29
263.85,2023-06-23
230.21,2023-06-18
220.03,2023-07-07
439.03,2023-06-05
493.44,2023-05-03
206.7,2023-03-20
289.56,2023-05-25
398.81,2023-05-17
445.27,2023-04-03
469.18,2023-03-16
403.01,2023-05-15
36.21,2023-04-25
177.16,2023-05-20
198.15,2023-07-21
81.18,2023-04-07
259.16,2023-04-03
381.21,2023-06-12
149.28,2023-05-23
114.93,2023-06-10
119.86,2023-07-24
55.16,2023-04-25
348.41,2023-04-20
172.98,2023-04-30
77.8,2023-04-30
32.95,2023-07-28
258.09,2023-03-20
130.5,2023-03-25
427.03,2023-05-05
37.18,2023-05-18
244.23,2023-07-28
239.18,2023-07-25
405.59,2023-05-23
119.92,2023-06-07
468.17,2023-06-23
54.22,2023-04-16
376.04,2023-04-21
74.1,2023-06-02
251,2023-06-28
248.38,2023-05-24
380.91,2023-06-15
56.17,2023-07-19
333.13,2023-05-28
131.37,2023-07-17
213.32,2023-03-30
228.46,2023-04-05
168.37,2023-06-30
232.67,2023-05-22
16.82,2023-04-25
369.41,2023-07-14
163.54,2023-05-26
219.57,2023-03-27
72.33,2023-06-16
72.83,2023-07-27
271.28,2023-05-22
235.36,2023-06-19
426.5,2023-05-04
91.64,2023-04-09
100.4,2023-05-06
252.72,2023-06-09
390.46,2023-04-10
138.85,2023-07-23
156.3,2023-03-23
98.85,2023-06-01
191.79,2023-03-22
164.37,2023-03-27
249.19,2023-05-29
346.97,2023-06-20
339.52,2023-05-27
227.28,2023-07-22
380.7,2023-06-23
24.97,2023-05-07
344.22,2023-07-07
377.01,2023-04-06
10.36,2023-05-08
472.86,2023-04-09
57.09,2023-04-10
64.42,2023-06-11
419.21,2023-06-25
49.97,2023-03-15
409.85,2023-04-18
287.2,2023-06-16
69.31,2023-07-10
103.55,2023-06-10
270.65,2023-05-03
264.43,2023-06-12
85.75,2023-07-20
148.37,2023-07-20
257.84,2023-05-14
384.97,2023-05-29
471.97,2023-06-12
223.75,2023-06-05
74.74,2023-06-01
35.56,2023-06-01
343.92,2023-07-24
470.03,2023-07-22
13.43,2023-06-20
462.48,2023-07-15
218.56,2023-04-24
125.78,2023-04-21
400.88,2023-04-06
152.58,2023-05-05
242.78,2023-07-09
452.66,2023-05-01
452.92,2023-06-28
404.38,2023-07-29
368.42,2023-04-05
499.08,2023-05-18
77.13,2023-03-16
113.54,2023-06-05
334.1,2023-06-07
151.27,2023-06-23
54.39,2023-04-18
183.86,2023-07-26
47.94,2023-07-27
488.73,2023-05-23
350.5,2023-06-30
328.72,2023-06-21
331.42,2023-05-17
311.92,2023-04-05
47.97,2023-04-09
469.25,2023-04-17
108.6,2023-05-19
197.57,2023-07-17
414,2023-03-22
152.01,2023-05-04
302.67,2023-04-03
202.33,2023-04-30
198.8,2023-07-10
393.77,2023-06-25
201.26,2023-07-21
90.35,2023-07-30
25.28,2023-04-30
256.85,2023-03-19
342.67,2023-06-16
233.81,2023-07-25
46.54,2023-05-05
147.08,2023-05-30
222.47,2023-04-23
277.39,2023-07-09
173.56,2023-05-26
247.35,2023-05-01
456.67,2023-05-10
257.32,2023-07-11
215.81,2023-04-15
126.23,2023-06-25
144.03,2023-05-19
419.22,2023-03-27
135.74,2023-04-07
133.84,2023-04-08
464.37,2023-07-30
37.18,2023-06-26
192.1,2023-04-01
193.26,2023-05-16
181.87,2023-04-09
320.31,2023-04-16
190.28,2023-07-21
20.9,2023-07-10
138.39,2023-04-30
265.36,2023-06-02
315.05,2023-04-18
342.44,2023-05-12
13.33,2023-03-16
195.36,2023-06-20
30.16,2023-03-25
406.7,2023-04-12
294.38,2023-06-03
204.65,2023-04-04
63.87,2023-05-10
249.21,2023-06-11
235.02,2023-03-28
458.49,2023-06-23
478.8,2023-04-16
30.46,2023-05-08
498.95,2023-05-24
167.02,2023-04-29
38.01,2023-04-14
98.81,2023-06-26
309.58,2023-06-12
79.22,2023-07-22
135.5,2023-07-24
207.87,2023-04-26
473.84,2023-04-03
280.71,2023-06-13
97.22,2023-04-03
331.31,2023-07-26
333.26,2023-05-31
339.89,2023-07-09
469.85,2023-07-24
83.69,2023-04-14
197.65,2023-04-10
223.51,2023-07-22
415.07,2023-04-07
440.39,2023-07-30
394.21,2023-07-30
451.62,2023-05-19
442.41,2023-07-09
67.8,2023-07-15
489.72,2023-05-26
157.58,2023-07-08
105.54,2023-05-04
87.08,2023-07-25
76.15,2023-07-24
446.33,2023-06-15
158.84,2023-06-08
463.95,2023-07-10
186.62,2023-04-22
72.08,2023-05-31
299.27,2023-06-04
243.72,2023-06-25
361.68,2023-05-24
334.68,2023-07-13
370.55,2023-03-25
491.14,2023-04-15
390.58,2023-05-29
101.89,2023-07-21
424.95,2023-07-12
248.97,2023-06-10
26.95,2023-04-12
299.99,2023-07-07
316.39,2023-07-18
233.32,2023-03-25
148.76,2023-07-20
29.61,2023-04-23
436.7,2023-04-08
74.49,2023-05-08
44.83,2023-04-18
363.14,2023-07-01
200.21,2023-04-15
276.89,2023-05-19
243.85,2023-05-21
492.76,2023-07-23
392.09,2023-05-08
13.55,2023-07-15
20.15,2023-03-31
282.28,2023-05-13
352.63,2023-07-05
23.43,2023-06-06
480.46,2023-07-27
401.89,2023-05-11
66.17,2023-06-16
397.67,2023-06-06
189.85,2023-06-11
470.79,2023-03-26
123.09,2023-06-19
425.98,2023-05-31
156.08,2023-06-09
38.26,2023-06-23
489.07,2023-06-14
234.31,2023-07-01
75.33,2023-05-10
74.86,2023-06-19
70.46,2023-06-25
300.66,2023-07-23
472.31,2023-06-25
309.64,2023-06-01
475.38,2023-06-27
241.71,2023-07-09
139.37,2023-06-08
436.6,2023-06-22
207.95,2023-04-11
272.18,2023-04-16
181,2023-06-11
245.79,2023-03-18
155.76,2023-04-05
14.66,2023-05-12
291.78,2023-06-23
29.78,2023-05-06
65.64,2023-07-01
423.66,2023-05-06
303.93,2023-07-02
200.35,2023-07-30
28.02,2023-07-21
240.7,2023-07-17
