stock_xfer_date,stock_qty,product,prod_price,prod_dimensions
2/20/2023,75,Laptop,143.96,19x8x5 cm
3/14/2023,71,Monitor,443.87,15x18x19 cm
1/19/2023,93,Smartphone,282.21,18x16x16 cm
1/19/2023,17,Monitor,237.65,19x17x9 cm
2/5/2023,56,Headphones,317.07,14x7x5 cm
2/2/2023,22,Laptop,305.28,13x8x20 cm
2/6/2023,81,Monitor,450.14,5x8x11 cm
2/2/2023,77,Smartphone,311.87,18x18x20 cm
2/3/2023,67,Headphones,478.05,8x18x7 cm
1/25/2023,14,Headphones,236,14x13x17 cm
1/2/2023,17,Laptop,229.86,18x7x5 cm
1/10/2023,6,Smartphone,352.21,12x14x12 cm
2/26/2023,2,Smartphone,249.12,8x17x13 cm
2/18/2023,75,Smartphone,420.23,16x14x7 cm
1/11/2023,51,Headphones,220.4,8x19x12 cm
2/20/2023,46,Smartphone,281.19,20x9x20 cm
1/13/2023,78,Monitor,354.32,10x19x20 cm
2/4/2023,22,Headphones,137.11,12x16x9 cm
1/31/2023,66,Monitor,12.68,9x10x9 cm
2/7/2023,7,Smartphone,60.06,10x10x19 cm
3/13/2023,43,Headphones,72.72,15x9x6 cm
3/4/2023,35,Monitor,277.35,5x8x6 cm
3/13/2023,7,Monitor,143.26,15x20x8 cm
1/11/2023,55,Laptop,170.35,18x15x17 cm
3/3/2023,37,Smartphone,80,17x8x5 cm
1/13/2023,74,Monitor,196.74,16x9x15 cm
2/27/2023,39,Monitor,89.91,6x17x13 cm
1/16/2023,8,Monitor,192.32,12x5x8 cm
1/1/2023,29,Headphones,99.62,7x7x18 cm
2/15/2023,94,Headphones,357.66,9x19x13 cm
2/5/2023,99,Smartphone,213.9,18x14x6 cm
2/15/2023,70,Smartphone,421.68,19x13x16 cm
2/22/2023,82,Laptop,295.17,7x14x20 cm
2/20/2023,55,Laptop,37.06,11x12x12 cm
1/8/2023,100,Laptop,384.4,6x20x20 cm
2/21/2023,75,Headphones,114.67,16x15x5 cm
1/23/2023,85,Headphones,304.07,17x16x19 cm
3/12/2023,80,Monitor,218.71,14x16x11 cm
1/5/2023,22,Headphones,459.72,16x20x10 cm
2/2/2023,100,Monitor,434.76,12x14x16 cm
1/21/2023,48,Headphones,222.2,16x17x16 cm
1/31/2023,67,Headphones,404.35,16x10x7 cm
1/25/2023,64,Monitor,338.56,8x18x15 cm
2/20/2023,82,Smartphone,399.77,19x11x16 cm
2/23/2023,74,Smartphone,124.8,5x6x5 cm
3/5/2023,58,Smartphone,465.64,14x17x8 cm
3/10/2023,40,Smartphone,140.94,17x11x13 cm
2/7/2023,15,Headphones,326.49,9x5x16 cm
1/6/2023,56,Headphones,356.13,14x13x13 cm
2/21/2023,14,Monitor,137.17,14x16x11 cm
1/24/2023,24,Monitor,483.44,9x11x9 cm
2/15/2023,7,Smartphone,297.26,19x17x12 cm
3/10/2023,80,Headphones,334.62,10x5x8 cm
2/26/2023,78,Monitor,14.4,7x12x14 cm
1/30/2023,100,Smartphone,362.38,8x12x17 cm
1/6/2023,2,Laptop,270.29,5x6x18 cm
2/15/2023,15,Laptop,395.72,11x20x7 cm
2/11/2023,85,Headphones,494.2,5x6x13 cm
1/20/2023,75,Headphones,207.04,7x11x12 cm
1/14/2023,3,Smartphone,497.57,15x20x10 cm
2/20/2023,41,Headphones,369.27,11x6x12 cm
1/10/2023,84,Smartphone,341.52,16x9x9 cm
2/6/2023,49,Headphones,303.84,15x13x13 cm
2/10/2023,92,Monitor,230.63,14x12x17 cm
1/10/2023,24,Headphones,18.15,12x5x5 cm
2/6/2023,93,Smartphone,467.64,10x11x14 cm
1/11/2023,75,Laptop,281.18,9x18x14 cm
2/26/2023,86,Headphones,371.41,13x18x7 cm
1/26/2023,7,Headphones,37.09,20x14x12 cm
1/15/2023,61,Monitor,248.12,8x14x12 cm
1/8/2023,32,Monitor,336.72,16x13x9 cm
3/1/2023,3,Smartphone,77.98,17x8x20 cm
3/9/2023,81,Monitor,165.37,10x17x19 cm
1/31/2023,8,Monitor,50.46,9x20x5 cm
1/6/2023,9,Headphones,214.23,16x11x14 cm
1/15/2023,89,Laptop,95.51,11x10x16 cm
1/30/2023,33,Headphones,272.59,9x19x15 cm
1/5/2023,28,Headphones,425.09,7x10x20 cm
1/7/2023,48,Headphones,287,16x7x15 cm
3/1/2023,27,Laptop,413.75,5x6x18 cm
1/1/2023,18,Laptop,106.12,20x16x8 cm
3/1/2023,57,Headphones,206.88,11x16x13 cm
1/7/2023,99,Headphones,435.36,12x20x20 cm
2/8/2023,72,Laptop,224.38,12x15x17 cm
1/11/2023,66,Monitor,86.57,10x13x8 cm
2/22/2023,38,Headphones,185.68,18x8x6 cm
2/3/2023,56,Headphones,114.84,7x13x10 cm
1/12/2023,66,Smartphone,43.24,20x16x20 cm
2/27/2023,80,Laptop,435.44,9x16x13 cm
1/19/2023,63,Headphones,101.55,13x19x8 cm
3/12/2023,75,Laptop,51.01,19x16x12 cm
2/4/2023,58,Monitor,80.43,13x15x10 cm
2/16/2023,73,Laptop,198.7,9x20x7 cm
3/10/2023,26,Headphones,278.38,8x8x5 cm
2/17/2023,71,Headphones,472.82,14x9x11 cm
1/10/2023,61,Smartphone,233.91,20x10x8 cm
2/27/2023,87,Headphones,410.68,15x7x15 cm
1/5/2023,43,Laptop,399.02,9x19x14 cm
1/5/2023,32,Laptop,190.47,20x16x16 cm
2/21/2023,24,Laptop,407.6,17x7x11 cm
2/17/2023,23,Monitor,259.59,11x5x6 cm
1/20/2023,28,Headphones,11.81,7x6x15 cm
1/23/2023,53,Smartphone,499.15,11x12x7 cm
1/5/2023,11,Laptop,218.44,10x16x13 cm
3/10/2023,88,Monitor,125.1,5x11x8 cm
2/10/2023,38,Headphones,267.99,9x8x6 cm
2/8/2023,47,Monitor,58.73,10x11x5 cm
1/21/2023,77,Monitor,416.36,8x6x9 cm
2/23/2023,2,Headphones,396.24,13x13x12 cm
1/27/2023,42,Headphones,480.24,6x16x14 cm
3/13/2023,16,Monitor,449.14,20x17x14 cm
1/20/2023,89,Laptop,122.9,13x10x8 cm
3/10/2023,12,Laptop,328.88,10x7x16 cm
1/26/2023,33,Monitor,159.6,15x16x8 cm
2/28/2023,78,Headphones,299.17,9x15x20 cm
3/13/2023,17,Laptop,320.87,7x10x5 cm
3/9/2023,83,Smartphone,57.23,16x14x16 cm
2/16/2023,28,Monitor,142.02,12x18x17 cm
1/3/2023,90,Laptop,47.18,10x16x11 cm
2/4/2023,82,Smartphone,189.43,18x5x11 cm
1/22/2023,6,Laptop,40.53,16x11x16 cm
1/3/2023,82,Smartphone,476.09,18x5x19 cm
1/22/2023,51,Monitor,395.26,15x16x19 cm
3/12/2023,87,Laptop,82.5,18x15x7 cm
3/12/2023,26,Headphones,247.2,11x8x20 cm
2/7/2023,83,Monitor,482.98,7x7x11 cm
2/14/2023,86,Monitor,230.48,5x19x14 cm
1/7/2023,99,Headphones,252.25,12x18x13 cm
2/10/2023,13,Smartphone,468.91,8x20x6 cm
3/12/2023,16,Monitor,432.57,5x7x14 cm
3/2/2023,67,Smartphone,54.66,19x7x7 cm
2/2/2023,29,Headphones,493.67,13x11x18 cm
1/28/2023,39,Laptop,92.99,16x6x5 cm
2/8/2023,30,Headphones,206.28,7x11x17 cm
2/12/2023,82,Headphones,32.88,10x12x19 cm
1/2/2023,92,Monitor,222.46,12x16x12 cm
1/11/2023,62,Monitor,159.66,7x18x5 cm
3/11/2023,35,Headphones,151.47,14x17x20 cm
3/11/2023,43,Smartphone,447.75,11x11x17 cm
1/14/2023,32,Smartphone,297.25,16x7x13 cm
3/10/2023,63,Smartphone,222.25,17x5x20 cm
2/4/2023,13,Laptop,412.85,8x17x6 cm
2/4/2023,83,Laptop,351.25,10x5x7 cm
1/13/2023,91,Headphones,258.76,8x14x8 cm
2/3/2023,1,Headphones,310.43,11x5x11 cm
2/10/2023,55,Laptop,186.83,11x19x13 cm
2/27/2023,11,Smartphone,13.61,10x6x13 cm
2/8/2023,94,Laptop,366.63,14x15x7 cm
2/17/2023,31,Monitor,88.1,8x6x18 cm
2/23/2023,31,Laptop,427.38,11x16x19 cm
1/15/2023,40,Monitor,382.93,15x11x20 cm
1/17/2023,47,Laptop,317.59,20x15x15 cm
1/13/2023,84,Smartphone,93.52,16x15x8 cm
1/16/2023,60,Smartphone,49.23,10x14x19 cm
2/12/2023,97,Smartphone,372.01,15x16x16 cm
1/19/2023,82,Headphones,155.7,16x6x10 cm
1/31/2023,4,Headphones,157.23,6x13x12 cm
2/23/2023,10,Headphones,124.59,18x18x20 cm
1/7/2023,5,Smartphone,118.96,18x15x5 cm
2/1/2023,68,Smartphone,20.24,9x14x15 cm
2/21/2023,61,Laptop,437.33,19x8x9 cm
3/4/2023,57,Smartphone,367.12,5x12x10 cm
2/9/2023,42,Headphones,411.52,18x10x9 cm
2/9/2023,13,Monitor,476.55,16x7x15 cm
1/10/2023,85,Smartphone,344.11,17x8x5 cm
2/2/2023,54,Headphones,416.83,9x14x20 cm
2/26/2023,47,Headphones,132.44,18x6x15 cm
1/20/2023,19,Laptop,146.96,7x20x13 cm
2/4/2023,97,Headphones,66.02,15x17x11 cm
1/21/2023,45,Smartphone,219.87,6x10x15 cm
3/3/2023,12,Laptop,349.66,13x15x16 cm
1/18/2023,53,Headphones,472.64,9x12x9 cm
1/10/2023,94,Headphones,130.36,10x13x18 cm
2/18/2023,94,Smartphone,391.68,7x20x12 cm
2/8/2023,21,Monitor,210.99,9x8x17 cm
2/6/2023,90,Headphones,409.16,12x5x16 cm
2/18/2023,88,Smartphone,256.43,5x15x18 cm
1/23/2023,93,Monitor,131.94,20x11x8 cm
1/19/2023,87,Laptop,305.27,15x9x12 cm
2/10/2023,74,Monitor,255.35,13x11x13 cm
3/1/2023,69,Monitor,446.77,5x15x8 cm
3/1/2023,91,Headphones,207.27,20x17x6 cm
1/8/2023,14,Headphones,89.06,13x18x15 cm
1/24/2023,43,Smartphone,218.8,15x6x8 cm
2/5/2023,68,Monitor,153.46,19x8x18 cm
2/5/2023,4,Headphones,31.59,12x20x18 cm
2/6/2023,36,Monitor,460.77,7x18x14 cm
1/1/2023,63,Laptop,280.14,5x20x16 cm
1/4/2023,19,Monitor,280.86,20x8x15 cm
2/12/2023,79,Monitor,128.22,16x9x14 cm
2/13/2023,85,Monitor,244.55,8x14x12 cm
2/24/2023,20,Laptop,53.91,6x12x19 cm
2/23/2023,61,Headphones,124.61,9x13x17 cm
2/18/2023,83,Headphones,23.96,9x8x10 cm
3/13/2023,26,Headphones,230.35,5x19x19 cm
2/28/2023,4,Monitor,366.62,5x19x17 cm
1/19/2023,38,Laptop,211.71,10x7x10 cm
2/22/2023,50,Monitor,311.37,16x17x7 cm
2/16/2023,93,Laptop,387.91,11x12x8 cm
2/21/2023,58,Smartphone,345.95,15x16x12 cm
1/20/2023,66,Laptop,224.97,10x7x13 cm
1/2/2023,33,Headphones,321.42,20x14x6 cm
3/10/2023,77,Smartphone,355.91,17x14x10 cm
2/22/2023,68,Headphones,31.31,17x15x14 cm
3/3/2023,7,Laptop,375.81,11x9x16 cm
2/12/2023,79,Monitor,185.63,9x19x13 cm
3/5/2023,32,Headphones,379.7,17x18x13 cm
3/9/2023,76,Smartphone,105.35,17x15x18 cm
2/28/2023,68,Smartphone,220.5,14x5x11 cm
1/30/2023,92,Smartphone,72.3,20x19x9 cm
2/21/2023,61,Headphones,428.52,8x17x5 cm
2/19/2023,86,Laptop,354.55,13x8x9 cm
3/8/2023,35,Laptop,93.58,6x9x18 cm
1/28/2023,28,Monitor,103.33,13x16x14 cm
2/25/2023,85,Smartphone,347.5,7x5x13 cm
1/29/2023,34,Smartphone,288.21,18x6x17 cm
3/12/2023,30,Smartphone,44.52,16x12x7 cm
2/28/2023,34,Monitor,425.94,16x5x16 cm
2/21/2023,20,Headphones,56.21,20x10x19 cm
2/23/2023,42,Headphones,419.37,20x16x8 cm
1/29/2023,66,Headphones,245.82,10x17x16 cm
2/2/2023,42,Headphones,466.5,20x15x9 cm
2/6/2023,97,Smartphone,129.39,11x13x7 cm
1/10/2023,18,Smartphone,187.46,7x20x20 cm
2/2/2023,60,Smartphone,62.87,10x13x6 cm
1/11/2023,96,Laptop,29.52,7x13x12 cm
2/24/2023,87,Monitor,55.9,8x13x7 cm
3/4/2023,9,Laptop,421.8,6x9x20 cm
1/25/2023,24,Monitor,341.22,20x7x16 cm
1/19/2023,68,Monitor,354.25,16x11x20 cm
2/20/2023,60,Monitor,249.15,8x12x6 cm
2/25/2023,71,Smartphone,469.19,13x16x10 cm
2/22/2023,53,Headphones,132.13,9x19x6 cm
3/4/2023,16,Monitor,223.4,6x10x19 cm
1/9/2023,16,Monitor,262.41,7x7x15 cm
1/12/2023,51,Laptop,469.89,19x20x14 cm
1/27/2023,29,Laptop,401.01,8x5x5 cm
3/5/2023,23,Smartphone,143.14,7x13x17 cm
1/30/2023,22,Headphones,66.2,15x19x17 cm
2/11/2023,45,Monitor,97.26,15x6x20 cm
1/9/2023,47,Monitor,182.27,12x6x20 cm
1/4/2023,86,Headphones,211.85,15x9x9 cm
1/31/2023,77,Laptop,380.76,15x17x17 cm
3/5/2023,80,Smartphone,393.08,12x9x13 cm
1/19/2023,29,Headphones,339.41,18x10x11 cm
2/17/2023,17,Headphones,123.24,12x8x17 cm
3/12/2023,34,Laptop,112.33,13x14x20 cm
1/2/2023,15,Headphones,90,16x12x14 cm
2/4/2023,18,Monitor,385.98,13x18x19 cm
3/5/2023,33,Laptop,103.77,19x10x15 cm
2/14/2023,13,Smartphone,266.18,10x13x17 cm
1/15/2023,71,Headphones,233.68,12x19x18 cm
3/9/2023,85,Monitor,270.45,16x13x12 cm
1/6/2023,78,Monitor,138.89,8x13x6 cm
1/23/2023,45,Monitor,155.8,6x9x19 cm
1/1/2023,82,Laptop,407.57,12x16x13 cm
2/22/2023,80,Monitor,294.84,17x9x15 cm
2/8/2023,38,Laptop,284.3,14x7x19 cm
1/16/2023,60,Laptop,291.34,5x10x16 cm
1/18/2023,41,Laptop,423.72,18x14x20 cm
2/12/2023,17,Monitor,470.06,15x6x14 cm
2/6/2023,14,Laptop,258.82,20x16x7 cm
1/28/2023,100,Smartphone,454.51,7x7x20 cm
2/28/2023,80,Monitor,446.57,6x14x12 cm
1/18/2023,29,Monitor,187.48,15x5x20 cm
1/11/2023,90,Smartphone,174.62,14x10x20 cm
2/24/2023,84,Headphones,303.25,13x7x17 cm
3/13/2023,21,Monitor,191.8,14x17x18 cm
2/23/2023,47,Smartphone,233.9,9x12x20 cm
1/15/2023,82,Headphones,63.1,8x12x20 cm
3/12/2023,52,Headphones,279.83,19x14x8 cm
3/1/2023,17,Headphones,209.24,14x15x11 cm
3/9/2023,25,Monitor,40.53,8x19x12 cm
3/7/2023,9,Headphones,363.72,12x14x10 cm
1/2/2023,98,Smartphone,322.82,19x20x17 cm
3/6/2023,28,Monitor,345.16,14x12x15 cm
2/7/2023,85,Headphones,428.48,12x14x9 cm
2/16/2023,99,Laptop,301.09,18x8x18 cm
2/8/2023,77,Headphones,240.46,20x10x6 cm
2/14/2023,77,Smartphone,123.98,6x7x19 cm
1/13/2023,99,Laptop,10.38,20x16x20 cm
1/6/2023,19,Headphones,456.14,14x10x14 cm
2/14/2023,9,Monitor,371.14,16x7x8 cm
1/16/2023,76,Smartphone,61.19,14x20x17 cm
1/31/2023,72,Laptop,55.53,10x5x15 cm
3/13/2023,55,Monitor,461.34,20x16x19 cm
3/1/2023,90,Monitor,336.61,8x12x5 cm
3/3/2023,60,Laptop,407.98,14x12x20 cm
1/15/2023,66,Monitor,155.88,14x9x15 cm
2/1/2023,92,Monitor,62.58,12x14x5 cm
1/21/2023,69,Headphones,29.66,13x7x15 cm
2/26/2023,72,Laptop,397.82,10x7x19 cm
1/26/2023,100,Monitor,283.36,18x6x6 cm
2/16/2023,93,Monitor,111.79,13x13x9 cm
2/1/2023,66,Monitor,438.59,19x7x20 cm
1/29/2023,35,Smartphone,185.05,11x20x18 cm
2/12/2023,38,Smartphone,189.67,14x15x20 cm
1/1/2023,13,Laptop,28.53,9x16x17 cm
2/13/2023,13,Headphones,263.51,8x8x14 cm
3/14/2023,55,Smartphone,87.73,8x8x6 cm
1/5/2023,75,Smartphone,485.59,18x17x12 cm
1/10/2023,87,Laptop,311.05,13x18x8 cm
2/27/2023,50,Monitor,231.66,8x19x12 cm
1/25/2023,82,Laptop,368.34,16x12x7 cm
1/12/2023,78,Smartphone,93.8,5x19x9 cm
2/4/2023,43,Monitor,156.62,16x9x16 cm
1/22/2023,75,Headphones,414.67,18x16x13 cm
3/3/2023,99,Smartphone,342.75,8x7x19 cm
2/17/2023,85,Smartphone,99.04,6x8x14 cm
2/5/2023,99,Smartphone,111.51,9x16x9 cm
1/31/2023,38,Laptop,224.8,9x7x14 cm
1/11/2023,65,Smartphone,338.37,20x7x13 cm
1/15/2023,54,Smartphone,271.46,20x6x11 cm
2/12/2023,41,Laptop,252.31,18x13x12 cm
1/11/2023,90,Laptop,288.54,8x20x11 cm
2/19/2023,8,Laptop,385.91,19x9x17 cm
2/14/2023,43,Smartphone,156.76,13x15x17 cm
3/8/2023,1,Headphones,274.46,20x7x17 cm
3/8/2023,3,Smartphone,46.92,9x18x15 cm
3/1/2023,38,Smartphone,159.49,14x17x19 cm
2/2/2023,23,Headphones,387.03,10x13x5 cm
1/26/2023,9,Monitor,66.66,6x17x14 cm
3/4/2023,5,Smartphone,452.23,20x16x17 cm
1/1/2023,10,Monitor,442.05,11x19x16 cm
2/13/2023,81,Laptop,248.91,6x10x17 cm
2/24/2023,73,Laptop,93.76,10x16x12 cm
1/1/2023,49,Headphones,71.76,11x5x15 cm
1/8/2023,79,Monitor,195.89,14x16x14 cm
1/4/2023,30,Smartphone,27.12,5x14x7 cm
3/14/2023,13,Headphones,97.59,14x12x11 cm
1/4/2023,75,Headphones,348.16,14x16x9 cm
2/4/2023,18,Headphones,340.36,16x15x18 cm
1/3/2023,45,Smartphone,116.63,16x5x17 cm
3/11/2023,43,Monitor,44.13,18x14x15 cm
3/5/2023,3,Smartphone,146.56,19x11x10 cm
1/4/2023,71,Headphones,129.81,7x19x11 cm
2/1/2023,94,Laptop,129.44,16x11x13 cm
2/2/2023,5,Headphones,185.6,6x16x16 cm
2/14/2023,69,Headphones,274.8,14x12x20 cm
3/7/2023,85,Smartphone,113.69,17x18x19 cm
1/11/2023,82,Laptop,372.02,11x6x17 cm
1/27/2023,16,Monitor,470.51,20x15x10 cm
1/31/2023,39,Headphones,39.87,19x17x7 cm
3/5/2023,53,Headphones,169.3,6x19x9 cm
2/19/2023,50,Monitor,162.62,15x17x16 cm
1/31/2023,99,Headphones,310.27,13x5x12 cm
2/13/2023,94,Headphones,28.44,19x13x11 cm
1/7/2023,34,Headphones,482.68,5x13x20 cm
2/10/2023,2,Laptop,321.32,13x5x6 cm
3/11/2023,21,Monitor,27.86,6x20x10 cm
1/29/2023,54,Headphones,343.78,19x18x8 cm
1/9/2023,39,Headphones,81.74,5x19x18 cm
2/24/2023,55,Smartphone,51.13,11x9x11 cm
1/9/2023,12,Monitor,455.96,11x6x15 cm
3/12/2023,8,Smartphone,442.43,16x11x14 cm
1/29/2023,24,Headphones,96.52,9x9x12 cm
2/6/2023,22,Headphones,483.93,5x20x10 cm
1/7/2023,82,Headphones,69.91,14x11x7 cm
2/28/2023,57,Headphones,65.16,15x14x12 cm
1/10/2023,68,Smartphone,473.21,8x16x11 cm
3/5/2023,24,Laptop,462.96,9x9x17 cm
2/7/2023,90,Monitor,262.16,12x13x19 cm
2/14/2023,23,Laptop,28.54,12x8x13 cm
1/10/2023,65,Monitor,165.99,9x20x10 cm
2/15/2023,81,Monitor,488.92,15x15x15 cm
3/7/2023,45,Laptop,121.36,14x19x11 cm
1/12/2023,42,Smartphone,497.92,13x18x11 cm
2/6/2023,13,Headphones,384.03,12x5x5 cm
1/11/2023,70,Laptop,340.11,14x19x7 cm
3/1/2023,89,Headphones,294.37,13x12x19 cm
1/3/2023,55,Smartphone,431.41,12x12x6 cm
1/15/2023,88,Smartphone,51.07,6x11x9 cm
1/23/2023,91,Laptop,322.19,17x19x15 cm
1/9/2023,54,Laptop,177.21,13x16x15 cm
3/11/2023,100,Headphones,61.58,9x9x18 cm
1/24/2023,79,Monitor,158.87,18x18x20 cm
1/14/2023,91,Smartphone,159.28,13x11x20 cm
2/14/2023,69,Headphones,149.88,9x20x7 cm
3/10/2023,67,Laptop,234.57,13x7x13 cm
1/6/2023,100,Monitor,95.26,11x12x16 cm
2/10/2023,51,Laptop,221.33,7x19x13 cm
3/4/2023,70,Smartphone,314.35,15x19x17 cm
2/18/2023,65,Monitor,427.17,6x9x14 cm
1/5/2023,16,Headphones,207.77,18x11x17 cm
1/19/2023,13,Monitor,284.59,19x19x9 cm
1/7/2023,67,Monitor,346.53,12x12x11 cm
1/18/2023,30,Laptop,193,7x13x18 cm
1/12/2023,30,Laptop,214.8,5x15x18 cm
2/8/2023,8,Smartphone,184.78,6x14x18 cm
2/18/2023,30,Monitor,42.67,6x12x7 cm
1/8/2023,81,Smartphone,425.66,8x16x18 cm
3/1/2023,32,Smartphone,31.66,17x15x6 cm
2/13/2023,48,Laptop,56.97,13x12x6 cm
2/12/2023,66,Laptop,429.19,15x8x11 cm
3/7/2023,54,Smartphone,445.47,20x12x20 cm
2/9/2023,94,Smartphone,454.32,13x8x9 cm
3/10/2023,81,Monitor,113.27,10x8x13 cm
2/10/2023,93,Headphones,26.2,10x10x19 cm
1/21/2023,20,Laptop,21.63,19x11x15 cm
3/6/2023,78,Smartphone,280.29,6x7x7 cm
1/16/2023,70,Laptop,252.71,14x7x13 cm
3/9/2023,6,Monitor,466.58,8x8x5 cm
3/7/2023,86,Laptop,401.69,5x16x15 cm
1/30/2023,86,Monitor,474.73,20x18x14 cm
1/10/2023,98,Monitor,267.33,20x6x14 cm
1/1/2023,58,Monitor,260.77,7x14x8 cm
2/3/2023,31,Laptop,437.97,7x16x19 cm
1/28/2023,40,Laptop,83.2,5x16x16 cm
1/9/2023,39,Headphones,310.2,16x10x5 cm
1/6/2023,60,Smartphone,283.77,15x9x8 cm
1/15/2023,16,Monitor,398.98,6x9x19 cm
1/30/2023,12,Monitor,62.05,9x15x5 cm
1/12/2023,19,Laptop,161.48,5x17x8 cm
2/22/2023,43,Smartphone,134.83,12x7x14 cm
3/4/2023,51,Smartphone,162.06,13x7x7 cm
3/5/2023,62,Laptop,61.59,8x15x17 cm
1/14/2023,68,Laptop,448.04,20x11x13 cm
2/15/2023,7,Smartphone,370.03,5x9x6 cm
3/8/2023,76,Headphones,33.69,10x7x11 cm
3/8/2023,87,Laptop,469.64,12x8x11 cm
1/25/2023,61,Monitor,407.31,18x10x10 cm
1/11/2023,21,Smartphone,267.14,7x16x6 cm
1/29/2023,8,Headphones,236.01,11x8x15 cm
1/30/2023,40,Laptop,39.58,6x14x14 cm
1/23/2023,31,Smartphone,322.9,12x12x14 cm
1/25/2023,3,Monitor,236.98,16x12x7 cm
2/25/2023,57,Headphones,383.21,17x8x6 cm
1/26/2023,91,Smartphone,192.15,20x6x17 cm
1/1/2023,39,Monitor,217.52,15x5x18 cm
1/19/2023,12,Headphones,465.37,6x10x10 cm
2/1/2023,81,Smartphone,160.76,16x5x16 cm
3/3/2023,48,Monitor,211.54,8x11x18 cm
2/5/2023,18,Monitor,80.06,14x7x5 cm
1/6/2023,36,Headphones,21.73,17x6x18 cm
2/27/2023,98,Monitor,438.01,19x6x20 cm
3/11/2023,68,Monitor,394.38,15x12x6 cm
1/29/2023,10,Laptop,342.12,19x8x5 cm
1/25/2023,35,Smartphone,114.42,16x9x18 cm
1/14/2023,94,Monitor,75.16,6x6x11 cm
1/29/2023,81,Smartphone,310.93,9x15x20 cm
1/9/2023,68,Laptop,350.02,16x14x13 cm
3/8/2023,32,Laptop,450.33,15x19x14 cm
2/27/2023,77,Monitor,74.42,15x13x9 cm
2/21/2023,39,Headphones,316.33,20x10x12 cm
1/29/2023,75,Smartphone,360.41,17x20x15 cm
1/6/2023,24,Laptop,198.91,19x18x7 cm
3/13/2023,87,Smartphone,341.91,14x20x8 cm
2/4/2023,94,Smartphone,366.69,12x17x20 cm
1/5/2023,80,Laptop,239.67,12x19x17 cm
2/19/2023,38,Laptop,412.75,12x16x20 cm
2/4/2023,82,Smartphone,70.96,14x18x13 cm
3/14/2023,83,Monitor,345.03,5x20x16 cm
1/1/2023,62,Headphones,379.61,14x17x7 cm
2/1/2023,24,Laptop,271.93,13x17x12 cm
2/18/2023,88,Headphones,407.41,15x12x17 cm
3/7/2023,61,Monitor,408.68,11x10x9 cm
2/24/2023,31,Laptop,493.73,18x9x18 cm
3/14/2023,17,Laptop,90.93,11x16x17 cm
2/18/2023,23,Smartphone,346.93,9x13x14 cm
2/22/2023,2,Smartphone,405.54,7x12x19 cm
3/12/2023,79,Monitor,424.69,6x20x12 cm
1/25/2023,6,Laptop,290.02,12x20x14 cm
2/26/2023,81,Monitor,464.3,12x10x18 cm
2/2/2023,72,Smartphone,346.18,8x11x12 cm
3/12/2023,78,Monitor,380.94,16x13x5 cm
1/9/2023,26,Monitor,468.88,6x16x15 cm
3/2/2023,3,Laptop,334.75,8x8x11 cm
1/14/2023,25,Headphones,256.03,11x17x5 cm
2/27/2023,42,Smartphone,144.88,18x10x6 cm
1/30/2023,89,Smartphone,456.18,15x14x19 cm
2/21/2023,57,Headphones,286.1,6x6x7 cm
3/9/2023,37,Headphones,58.12,19x15x7 cm
3/10/2023,71,Monitor,260.3,17x13x6 cm
1/14/2023,47,Headphones,90.53,12x18x13 cm
2/6/2023,39,Headphones,400.25,8x18x9 cm
3/8/2023,98,Smartphone,189.05,19x9x20 cm
2/15/2023,16,Laptop,23.91,7x6x11 cm
2/4/2023,85,Monitor,381.64,10x8x12 cm
1/29/2023,26,Headphones,387.77,13x15x19 cm
1/3/2023,12,Laptop,349.34,8x17x13 cm
1/9/2023,82,Laptop,351.78,9x15x10 cm
1/31/2023,76,Laptop,330.38,19x12x7 cm
1/18/2023,33,Headphones,34.21,10x6x9 cm
2/17/2023,50,Monitor,475.39,12x19x8 cm
1/14/2023,21,Monitor,389.79,5x10x9 cm
1/25/2023,4,Monitor,377.13,13x19x15 cm
3/1/2023,9,Smartphone,210.94,16x5x16 cm
1/3/2023,35,Smartphone,420.42,13x11x9 cm
1/26/2023,37,Smartphone,370.43,16x5x5 cm
1/26/2023,56,Monitor,430.93,8x9x6 cm
2/11/2023,59,Headphones,325.55,8x17x11 cm
2/7/2023,19,Smartphone,312.66,18x11x10 cm
3/5/2023,19,Headphones,246.46,16x18x8 cm
1/9/2023,17,Laptop,98.43,13x7x17 cm
1/18/2023,36,Headphones,330.42,17x9x6 cm
1/18/2023,31,Headphones,419.55,12x15x12 cm
1/30/2023,96,Smartphone,58.41,8x6x13 cm
2/26/2023,16,Headphones,453.08,20x20x7 cm
2/7/2023,57,Smartphone,263.88,19x5x11 cm
2/15/2023,58,Smartphone,303.32,9x8x8 cm
2/16/2023,46,Laptop,42.01,12x20x20 cm
2/13/2023,90,Monitor,498.46,9x13x17 cm
2/2/2023,54,Laptop,462.35,7x13x10 cm
2/28/2023,41,Headphones,351.65,7x11x20 cm
1/11/2023,46,Headphones,293.33,15x19x8 cm
2/16/2023,24,Smartphone,67.55,7x14x15 cm
2/16/2023,35,Laptop,43.91,7x17x14 cm
1/22/2023,16,Headphones,367.73,5x16x19 cm
1/11/2023,80,Monitor,252.2,18x10x10 cm
2/28/2023,30,Laptop,159.79,12x9x19 cm
1/24/2023,99,Smartphone,495.49,14x5x7 cm
1/21/2023,83,Monitor,381.74,7x7x6 cm
2/8/2023,70,Laptop,64.98,12x11x17 cm
